controller,disturbance,run,MAP RMSE (mmHg),Unsafe event rate (%),Suction time (%),Backflow duration (%),Speed variation (krpm),Recovery time (s)
Proposed CNN-Transformer,Parameter drift,8,3.9264469947679985,1.0706359311571774,0.6296625474152512,0.5504676343794499,0.3137018749369646,7.156471340147202
Proposed CNN-Transformer,Parameter drift,9,3.470311885485206,1.1106504273635784,0.4865774309687595,0.6585598204159475,0.28165586374874224,5.347146169595638
Proposed CNN-Transformer,Parameter drift,10,3.1690479986310685,1.153557513637972,0.6614574226189763,0.7286420099209163,0.28793581750095043,7.744691591033445
Proposed CNN-Transformer,Parameter drift,11,3.556740986385279,1.972542966536782,0.37312330559238976,0.599565696762197,0.3851448166712234,8.046157220434832
Proposed CNN-Transformer,Parameter drift,12,4.111724947226085,0.8027753708253293,0.7337539834132691,0.47382660346337746,0.27289282419452293,5.837837069573313
Proposed CNN-Transformer,Preload drop,1,3.6361136462343295,2.5470922074774793,1.2353055281212313,0.7190202783732661,0.32432001348488676,8.327288827740793
Proposed CNN-Transformer,Preload drop,2,3.8618173453743236,1.797414784183877,1.093608085280651,0.8121813310374285,0.3944179404288766,9.413273291256594
Proposed CNN-Transformer,Preload drop,3,4.178408428247369,1.7222462824730673,0.7078984357186963,0.8108518649399374,0.47476346973442746,8.970872875168245
Proposed CNN-Transformer,Preload drop,4,3.7764893373421553,2.1056840265933907,1.151038354161294,0.8383181778053981,0.37373636484285566,9.826969019128114
Proposed CNN-Transformer,Preload drop,5,4.312595693502663,1.9042448342762774,0.9839191259499493,0.7485017281871005,0.398785653999645,8.337033086476017
Proposed CNN-Transformer,Preload drop,6,3.8627289304483683,2.247994255211071,1.4409473466338816,0.7409252323609761,0.3270606063790785,8.029829638698287
Proposed CNN-Transformer,Preload drop,7,4.493879510003297,1.595659185651388,1.3200410939212672,0.2695880698238339,0.25336422251385254,7.371299943298547
Proposed CNN-Transformer,Preload drop,8,3.9804467513864448,1.60671981095529,1.5777852147983065,0.8392046266800595,0.31857258629512886,8.019080520375157
Proposed CNN-Transformer,Preload drop,9,4.918164621474441,1.977855021435243,1.153126738592507,0.6915829871534501,0.39131233471819504,8.581345169140766
Proposed CNN-Transformer,Preload drop,10,4.176099689947343,2.2730524429954744,1.322853299244922,0.6731470676691107,0.5413094486030321,8.730434628663888
Proposed CNN-Transformer,Preload drop,11,4.492670090604238,1.234552675748335,1.1932131187673196,0.6685415381240227,0.4206743362590151,7.6851127957567895
Proposed CNN-Transformer,Preload drop,12,4.325929030470941,2.480423887965664,1.1435746668298779,0.749152957977794,0.3709338288687147,11.652236042071811
Proposed CNN-Transformer,Afterload rise,1,4.510459820473369,1.6832208290973834,0.9838779271560191,0.9116745877265569,0.3519391157528026,9.092932544594527
Proposed CNN-Transformer,Afterload rise,2,3.686907197227294,1.9018932783735505,1.0926934257480487,1.5052124862595877,0.30223835131483595,6.961738227232943
Proposed CNN-Transformer,Afterload rise,3,4.516460825119453,0.6028421520289872,0.5233043416657965,1.072891858232777,0.42835323807553144,7.487078463510482
Proposed CNN-Transformer,Afterload rise,4,4.232701984955047,1.292275934726321,0.6546033904256976,1.003277851813173,0.5011468321116558,7.32248858524377
Proposed CNN-Transformer,Afterload rise,5,4.212039928305117,1.2322105948800552,0.6816038429908057,1.121210901749107,0.255803574192158,9.490760915560001
Proposed CNN-Transformer,Afterload rise,6,4.152964934142079,1.680373266849482,0.8129073083408362,0.9574501884137423,0.4685895485000521,6.91537177057714
Proposed CNN-Transformer,Afterload rise,7,3.739461231292081,1.7312363470084022,0.5976026993538219,0.7496212718817981,0.3378610246395127,8.18151883347353
Proposed CNN-Transformer,Afterload rise,8,4.595931573833934,1.840630210274059,0.6283484350360746,0.8223431027449005,0.39694675773666044,8.168993294489729
Proposed CNN-Transformer,Afterload rise,9,4.261995223990761,1.5961572372840926,0.879639461641137,1.056910697432489,0.3940371720810024,9.443727001055452
Proposed CNN-Transformer,Afterload rise,10,4.74868991793453,0.8471819240180274,0.9779036042965928,0.46007642048452335,0.3332415707139159,6.640854415383536
Proposed CNN-Transformer,Afterload rise,11,5.0250341994367815,1.4244428925450958,1.203749352279622,1.255955985256891,0.2843597685507455,6.874108287323962
Proposed CNN-Transformer,Afterload rise,12,4.442667292324593,2.3138880354665305,0.4959692120295407,1.8516678178488817,0.308162800030971,7.817202455514228
Proposed CNN-Transformer,Composite,1,4.5237200273205715,2.5225968329096684,1.6973541750926822,1.066126174888188,0.4028433466038565,11.667052691774913
Proposed CNN-Transformer,Composite,2,4.804949311193891,2.617118883884478,2.091512401866443,1.337414294234965,0.48701841106148835,12.92647452970071
Proposed CNN-Transformer,Composite,3,4.50677516326147,2.6178022080251186,1.620964097343574,1.9478599308225821,0.2830425500593326,9.207560751847971
Proposed CNN-Transformer,Composite,4,4.758102415387838,3.558804298498091,2.2940267321409227,1.2073915542797806,0.5130867189815468,10.91768754708
Proposed CNN-Transformer,Composite,5,4.787586351080193,2.528533695281429,2.7723901274949507,1.4244517635892529,0.3550461328736162,10.810176578273895
Proposed CNN-Transformer,Composite,6,5.361732384014933,1.8878926333548758,1.3632954657264709,0.6768644977653858,0.42506433226004386,11.267447664375341
Proposed CNN-Transformer,Composite,7,4.329889244069048,2.47232373664917,1.018164508398353,1.092904532943471,0.39282555163033117,10.306428054153184
Proposed CNN-Transformer,Composite,8,4.142803463304893,2.2898699323507836,1.8597805481705356,0.9357660055096008,0.30904412006704857,10.875357758429313
Proposed CNN-Transformer,Composite,9,5.760949484963479,2.9771963525739533,1.549194331907034,1.1584901124653078,0.43268376473363956,10.005640346536403
Proposed CNN-Transformer,Composite,10,5.591710569433472,3.229135807102673,2.4307772362824394,0.8264868909802565,0.296233104467972,12.666442335183413
Proposed CNN-Transformer,Composite,11,5.727337774430687,2.436722382140407,2.2691008887705766,1.4654867065021973,0.3802694733128683,9.072757105504994
Proposed CNN-Transformer,Composite,12,5.4780079727626845,2.7443015665159893,1.9363516766523468,1.2350013114389167,0.5444895699506245,10.760595052076564
MLP Actor-Critic,Nominal,1,5.5056657639269755,2.8897561131531346,2.3471058281142456,2.246851631118969,0.2514156478643516,13.210367219678243
MLP Actor-Critic,Nominal,2,6.053640866945545,3.952382993481314,2.4020454750968656,1.7291661510761873,0.24839306701972752,13.142652741403072
MLP Actor-Critic,Nominal,3,5.8502966621904715,3.328506323298927,2.306429416143301,1.6719257788870612,0.30638148925273373,10.101644047797558
MLP Actor-Critic,Nominal,4,6.4557402784452425,2.2240605984047317,2.505777319750064,1.6725526481816015,0.27695402955187304,9.301742630417367
MLP Actor-Critic,Nominal,5,5.944506533553425,4.225348621199901,2.2508844516142794,1.943127969300413,0.2782506936897418,11.0606885620004
MLP Actor-Critic,Nominal,6,6.096347748591786,3.9519845667738203,2.4642031560656017,1.7231884313872126,0.22867091111244833,8.212138835499479
MLP Actor-Critic,Nominal,7,4.92941984408377,3.655570340250097,2.0697255730282715,1.5748045875511867,0.3650442553248661,9.790500049382874
MLP Actor-Critic,Nominal,8,5.203178028418346,3.4304677244192123,1.9394117329388774,1.6905923992942176,0.30040330595788955,10.052696864557586
MLP Actor-Critic,Nominal,9,4.584686052894475,4.104684819061763,2.1916649510313055,1.8545332158695778,0.2077429187076957,10.083507375438696
MLP Actor-Critic,Nominal,10,6.8176866225150965,3.182703228088457,1.5137902774543082,1.7110157998900917,0.3167067125007585,8.54386144321327
MLP Actor-Critic,Nominal,11,5.592785235565257,3.015783792072605,1.7581942109794058,1.9918848186009885,0.21041037153881414,11.750615106657202
MLP Actor-Critic,Nominal,12,5.755511814431428,3.920165946605181,1.2783597149978465,1.675458371569505,0.20039347083302447,8.258623374515446
MLP Actor-Critic,Sensor noise,1,8.157490728453453,6.065369381704547,3.779743795756485,2.4295790407813715,0.4495852923866134,12.021974502904397
MLP Actor-Critic,Sensor noise,2,7.5608467433682955,6.504291074441347,3.638114158113393,2.3755305574830783,0.3103523161313244,17.855138072064793
MLP Actor-Critic,Sensor noise,3,6.641874630680352,6.100952109898372,3.1003667378782302,2.9770509350994994,0.4640449033146747,11.747906877685931
MLP Actor-Critic,Sensor noise,4,6.371731959215666,4.916044041978367,3.1984519749887474,3.744097482542928,0.40423843178783847,16.788705656537058
MLP Actor-Critic,Sensor noise,5,7.530173669484333,5.703009770090927,3.340770331676171,2.418052931685516,0.3475116697952192,15.546243622259905
MLP Actor-Critic,Sensor noise,6,6.941754935977043,5.144334381798962,3.691891692004424,2.631248572121983,0.2708492881441226,16.06394959684506
MLP Actor-Critic,Sensor noise,7,6.456537197803328,6.423614812828532,3.8671305643217355,3.098164510015566,0.3887568611071507,14.574995480414094
MLP Actor-Critic,Sensor noise,8,6.656426953950144,6.117396066910779,3.3772820083276662,2.5541337721738357,0.37453252663153974,12.5943055849602
MLP Actor-Critic,Sensor noise,9,8.868222436139064,5.036890012967556,3.6008675773614254,3.138983969854734,0.31454672635389613,17.471304010625815
MLP Actor-Critic,Sensor noise,10,8.24482230585881,7.391509861659652,3.4069165167551523,2.314977293928004,0.37428239057813106,16.22008791735818
MLP Actor-Critic,Sensor noise,11,7.272723288668774,6.934657576378684,3.7506993369936135,3.043330692434753,0.4334328629164742,9.833564502029864
MLP Actor-Critic,Sensor noise,12,6.346921087821049,6.644285827174866,4.087969877904225,3.412623456539886,0.3476263202674239,13.637280064141521
MLP Actor-Critic,Parameter drift,1,8.646142014809955,7.998227668605477,4.604095603646823,3.63367829090563,0.509183582305454,17.817598906544696
MLP Actor-Critic,Parameter drift,2,7.6850877100764325,6.408973841123291,6.05577238936514,4.736766961837268,0.5071659665581021,12.8715696897982
MLP Actor-Critic,Parameter drift,3,7.951294264211213,5.554538100418777,4.874069544402663,3.8277186353816015,0.4501149852697577,16.830286050413907
MLP Actor-Critic,Parameter drift,4,7.116192174201263,8.130318789944567,6.073615779237635,3.5370096377630547,0.4114637585628864,20.874957323719684
MLP Actor-Critic,Parameter drift,5,7.967345057621758,6.766802795871951,6.537194602275291,3.7972162154870577,0.2440938211497051,17.679952264803514
MLP Actor-Critic,Parameter drift,6,8.106297702066788,8.778803260511802,4.29860676496708,3.3557411926237566,0.4056619005817674,14.257147659788908
MLP Actor-Critic,Parameter drift,7,7.784375847841937,9.448805436696357,5.141976936022387,3.5202213027845923,0.38668990025121414,14.633617148694487
MLP Actor-Critic,Parameter drift,8,6.9262838529589,7.732511126795559,5.498491981476324,4.51858393900015,0.37297650569947843,17.63922801613461
MLP Actor-Critic,Parameter drift,9,8.187588885168168,7.141346156801817,4.376543907521041,3.061640597326818,0.46184791345181136,14.174894406161362
MLP Actor-Critic,Parameter drift,10,8.19781685175167,6.770006466561621,6.025508689110704,3.8011300430492785,0.4832684986287678,17.307846166034633
MLP Actor-Critic,Parameter drift,11,7.285005791519645,7.236842708494329,6.111852369635145,3.4348428898328707,0.5166262262910892,17.457408632792472
MLP Actor-Critic,Parameter drift,12,7.391982886654907,8.242717447283882,6.395015282433022,3.971382227059387,0.34508637585405,18.32562846435813
MLP Actor-Critic,Preload drop,1,8.774805908390126,8.138615748265169,7.050644485787022,3.9109867839176293,0.6382696400380179,24.674552345966735
MLP Actor-Critic,Preload drop,2,10.502865626819203,11.426430597508743,7.338269854738634,5.988080255868287,0.6417696965944244,17.98002451467596
MLP Actor-Critic,Preload drop,3,8.646176594413415,9.23077482970979,8.361206633393875,5.639219339991533,0.5425072254037389,24.895540978659614
MLP Actor-Critic,Preload drop,4,7.7955130907017836,10.293218952122126,10.551261587887327,4.093462705871158,0.46664005002402825,20.218890233829594
MLP Actor-Critic,Preload drop,5,10.385906420943677,10.089348264898744,7.502245097313958,6.960403840227944,0.7271100856788291,23.457381115320498
MLP Actor-Critic,Preload drop,6,9.97376093356664,11.644685367756995,7.433295261630613,5.105903769876172,0.6095692147938311,23.752184728729958
MLP Actor-Critic,Preload drop,7,7.131959921152199,9.28743160407138,6.961870508295571,5.5548543979047675,0.5166741405099161,21.933805100449547
MLP Actor-Critic,Preload drop,8,10.981436595698035,10.758672709073327,8.606782174604936,4.643861779568979,0.4623481166169056,21.58876055809163
MLP Actor-Critic,Preload drop,9,8.914253716621172,11.59066040219293,6.38748329680131,3.983355640241761,0.40252347838554686,21.975792638666228
MLP Actor-Critic,Preload drop,10,10.194870726551414,9.194922850215038,6.596176177355204,5.86114668660595,0.45598768333767464,18.296052534919774
MLP Actor-Critic,Preload drop,11,9.665585047983505,10.651251842454753,9.37605304218104,4.940727568789837,0.3869685751321433,20.242112507517565
MLP Actor-Critic,Preload drop,12,8.441014236884405,12.523522574357598,8.070275413287092,6.099282096259981,0.4698271316555506,19.97180057541909
MLP Actor-Critic,Afterload rise,1,9.680497715647492,9.339839300750711,6.786004693539262,6.6759649222285935,0.40172486523186846,19.001123632546644
MLP Actor-Critic,Afterload rise,2,7.788111178957895,9.241748361887849,4.706700976582827,6.696739056408298,0.5400837407798909,20.54557527819486
MLP Actor-Critic,Afterload rise,3,7.148645282849808,9.356014702445492,6.67652514952148,7.162465491620824,0.6382553581834218,22.37019963819936
MLP Actor-Critic,Afterload rise,4,7.487463476064387,8.775574029560913,5.823344728710374,8.13883605524963,0.3952999506735886,17.650934348719076
MLP Actor-Critic,Afterload rise,5,6.960586527625406,8.62711711560505,7.542406763506516,5.912285368220352,0.5312679727035688,19.11141012485329
MLP Actor-Critic,Afterload rise,6,9.598734162374608,9.553640678265024,9.003122456689905,6.5260647898599204,0.48580785603550114,16.19310752726742
MLP Actor-Critic,Afterload rise,7,10.550462823618304,8.927083356255205,5.960383087213795,5.876056273044646,0.3693695261525832,27.125052538274232
MLP Actor-Critic,Afterload rise,8,10.469488543669318,9.840501719263004,6.497198996189101,6.260639447991702,0.5705010482367069,21.67497885661887
MLP Actor-Critic,Afterload rise,9,9.989595338935302,8.462725364829112,7.956653151266794,6.8421027803074,0.5415461857828204,18.010616966021285
MLP Actor-Critic,Afterload rise,10,9.230326144275079,8.629946893077609,7.101271848705853,5.552819044915601,0.5953135975752987,17.304005558677115
MLP Actor-Critic,Afterload rise,11,7.034310023242101,9.168259778423748,7.111488376829209,6.296054337925938,0.49216777624967795,22.354436249646618
MLP Actor-Critic,Afterload rise,12,9.142967939238845,8.820526331429322,4.848437867693807,7.315492421551627,0.5769493709879702,20.762034539744462
MLP Actor-Critic,Composite,1,11.62144220675841,13.34416100275945,9.677368733382906,6.232296448291599,0.7688487425653461,25.167223195829962
MLP Actor-Critic,Composite,2,10.1188376475071,12.453363392475875,10.081436528878488,6.9747011898184414,0.5448576492741037,26.288623804197
MLP Actor-Critic,Composite,3,10.379881588616033,10.93605006950365,10.77717587765031,7.406753241207666,0.6896534119825138,23.668203500656208
MLP Actor-Critic,Composite,4,10.097676253191898,15.25275769902821,8.46776859761016,7.853994520189917,0.5618056245006567,25.51673302865723
MLP Actor-Critic,Composite,5,8.926151278638457,14.323679576481291,11.423067240001966,8.033654599494032,0.690914195847141,26.876785732224278
MLP Actor-Critic,Composite,6,10.232563192013034,12.978390492685232,11.751945629711209,9.130556482005732,0.9,24.1820447177778
MLP Actor-Critic,Composite,7,11.562169070765172,11.955572876358698,8.155148354394647,8.861083355600568,0.537363849261821,24.9267713806661
MLP Actor-Critic,Composite,8,9.01454515896083,17.368674721049732,8.801500861696834,8.412910900964143,0.5880003553134333,24.791594839956442
MLP Actor-Critic,Composite,9,11.028432400846006,14.405619951422757,10.117938553460826,7.923454278664916,0.6666603256569317,28.51529655761477
MLP Actor-Critic,Composite,10,9.088724429954501,13.299450096060102,9.698150547232444,6.963542468088754,0.6691523834368394,19.610376299331516
MLP Actor-Critic,Composite,11,9.756805848915642,14.169191909469571,10.013573837013974,7.162722073046364,0.8712018465106657,25.058757373627618
MLP Actor-Critic,Composite,12,8.017112148658871,16.86592009600332,8.419788099364684,10.0,0.856573818403079,23.84134417093123
Transformer-only Actor-Critic,Nominal,1,3.889162180135923,1.5426593287396915,1.182393829579197,1.077529481036795,0.280313112448333,5.113633688777455
Transformer-only Actor-Critic,Nominal,2,3.772480778878808,1.9897647916851102,0.8188300989036428,1.0566971454350809,0.44230734548160117,7.4804083173304985
Transformer-only Actor-Critic,Nominal,3,4.322513855902139,1.1706764333057817,0.8314156109047308,0.7605461258209381,0.37740453433535426,5.918679458344821
Transformer-only Actor-Critic,Nominal,4,3.0299110985713407,1.7364184983349593,0.6351792227919252,0.7368241201083187,0.34222125839135864,6.402464891180103
Transformer-only Actor-Critic,Nominal,5,3.420471094864796,2.149502540107642,0.9487226122217426,0.8842999721908846,0.2536674307002558,6.980636923031933
Transformer-only Actor-Critic,Nominal,6,3.716584803198264,1.3144925464460693,0.712721568839771,0.8084402225158024,0.332110931331342,7.658693275375724
Transformer-only Actor-Critic,Nominal,7,3.7751421116737034,1.7290998469821555,0.8200227235491465,0.6578989235414804,0.32111042952526575,7.38893604313873
Transformer-only Actor-Critic,Nominal,8,4.695805060107712,1.5161256400960734,1.0486222831277676,0.7845564927075045,0.26812380944715636,8.850211492325283
Transformer-only Actor-Critic,Nominal,9,3.774932189036003,2.321349274414687,1.1047774768359666,0.5532760782948375,0.36421298913065014,7.624117158413327
Transformer-only Actor-Critic,Nominal,10,3.858450978213257,2.04964668413984,0.9944721182702967,0.4940897016847502,0.24664995755284766,6.651460262432588
Transformer-only Actor-Critic,Nominal,11,4.415138513526129,1.5987437101135076,0.8796684490945011,0.38959051450740945,0.27417893814944616,7.6255815449954945
Transformer-only Actor-Critic,Nominal,12,3.7632938070405326,1.662114660760357,1.2791528486866022,0.5822926166330105,0.22969800019432268,7.750246146795882
Transformer-only Actor-Critic,Sensor noise,1,5.707192930738287,3.3363843162762814,2.3214736894750825,1.8050456158522719,0.44395234304621894,7.311515759269043
Transformer-only Actor-Critic,Sensor noise,2,4.789334093841064,1.3127443574668676,2.23334626001146,2.1759071014592264,0.395049594627981,9.11211480743991
Transformer-only Actor-Critic,Sensor noise,3,3.7154244708714947,3.63819425089459,2.416071656909967,1.3001239758375376,0.35221466092458664,11.453709311369074
Transformer-only Actor-Critic,Sensor noise,4,4.49212925298015,2.9149951692813345,1.7020465641623361,1.5601267605746358,0.45026185897645504,11.043824034287136
Transformer-only Actor-Critic,Sensor noise,5,5.259894115303735,2.2414247585549436,1.5559735760110864,1.4902005646817753,0.30940437339483967,9.231306500878778
Transformer-only Actor-Critic,Sensor noise,6,5.128559143547385,3.602498560746616,2.0970527838683086,1.6038993894833513,0.3336053514110226,8.557974119878672
Transformer-only Actor-Critic,Sensor noise,7,4.409162066399986,3.0319542576993377,2.074760095482493,1.839825721394001,0.4034059909793171,9.539016651290185
Transformer-only Actor-Critic,Sensor noise,8,5.059341502336028,2.5459695516563445,1.8474261380959875,1.4026981514043644,0.4059243534523802,10.864498722085512
Transformer-only Actor-Critic,Sensor noise,9,4.643926127773412,3.6489944463035404,2.3349057483695055,1.4611302065980425,0.3951603184960718,11.539212329447537
Transformer-only Actor-Critic,Sensor noise,10,4.615949594183242,4.586000105259995,2.3617818333231884,1.1198831308296853,0.355081097257343,11.412394106907552
Transformer-only Actor-Critic,Sensor noise,11,5.723288664320483,2.7202742420763055,1.6720209186942905,1.524025800670673,0.42233428177339055,11.835499047045174
Transformer-only Actor-Critic,Sensor noise,12,3.8155086309019044,2.575855916925481,1.7303770891310313,1.5925290693183505,0.30104592736152,8.927564943183844
Transformer-only Actor-Critic,Parameter drift,1,6.1744077297632165,3.387259621723578,2.6799238627944293,1.878605024581589,0.42642677352116226,12.487802962874532
Transformer-only Actor-Critic,Parameter drift,2,5.895074854227209,4.211613616257107,2.0121033327954283,2.2347709697902345,0.32177168175823473,13.678661186108432
Transformer-only Actor-Critic,Parameter drift,3,5.145120582355779,5.720502433884225,3.1073576875615894,1.0304588267933181,0.3998514803397739,12.071141097542146
Transformer-only Actor-Critic,Parameter drift,4,6.026106859467162,4.934668218405316,2.65715602183367,2.536997581061892,0.4022704553440798,11.519106718835788
Transformer-only Actor-Critic,Parameter drift,5,5.714894184943805,4.6323848057285675,2.5607277789792864,1.9696078798612224,0.3927955289227909,13.946429925049054
Transformer-only Actor-Critic,Parameter drift,6,5.3758228771069145,5.040161713194965,2.4688369576356384,2.2512627666690244,0.4851673171938576,12.011402513289886
Transformer-only Actor-Critic,Parameter drift,7,5.65969931409614,3.764682246577259,3.6858470002484975,1.3448979784293462,0.47211435613163566,11.111515888700298
Transformer-only Actor-Critic,Parameter drift,8,5.692521237844647,3.9196017663941958,2.488921792738307,1.4089959834342962,0.4696885879091409,15.373267758911165
Transformer-only Actor-Critic,Parameter drift,9,6.048938868084069,5.264152796931653,2.811364742269395,1.5490071873908478,0.45389987177996943,11.827903166140638
Transformer-only Actor-Critic,Parameter drift,10,6.081999755678412,3.4192570337958137,2.7173982472154785,1.6535182494037255,0.4339213107945228,11.287764736131656
Transformer-only Actor-Critic,Parameter drift,11,6.505837143056663,4.997889427724492,3.381657232140243,1.8108622191699404,0.40891562569268586,10.759021945819658
Transformer-only Actor-Critic,Parameter drift,12,5.7241560537704945,4.735521028433113,2.985569331610081,2.0497326312521436,0.37336548055447266,11.708406668534796
Transformer-only Actor-Critic,Preload drop,1,6.329373414297919,4.790122947943952,4.528421021723397,2.81105290235114,0.6025622000088922,14.396383156223193
Transformer-only Actor-Critic,Preload drop,2,6.946035328156252,6.947812045613718,3.9303567169672404,3.584923880001418,0.5308713321185483,14.54429084663745
Transformer-only Actor-Critic,Preload drop,3,7.155862999903783,5.714220450552756,4.546081544350039,2.2188973981716735,0.622048776728454,12.951339202591834
Transformer-only Actor-Critic,Preload drop,4,7.50210070841604,6.660528326630694,4.09552242496391,1.6660595943074235,0.4385452942755964,14.697901851886526
Transformer-only Actor-Critic,Preload drop,5,7.8241994457337185,6.970304396499266,4.080983858518733,3.252686084969171,0.5649695970027563,15.13848052922164
Transformer-only Actor-Critic,Preload drop,6,6.737720075195574,6.601002278310915,4.360168585865257,2.77355940762238,0.5306478170800649,15.596122807384342
Transformer-only Actor-Critic,Preload drop,7,7.248614877276476,7.573690177239569,4.568718765750169,2.7252686709541774,0.5346644181510756,13.105158886806528
Transformer-only Actor-Critic,Preload drop,8,6.14368275247717,5.973165849640043,3.8917793538885563,3.609677506307151,0.40816666758906656,13.022821953936258
Transformer-only Actor-Critic,Preload drop,9,7.079424809960314,5.985925967838711,3.7302866390137384,2.5975550147528126,0.5811312010563308,18.152148207155918
Transformer-only Actor-Critic,Preload drop,10,6.387242179869792,6.150758731555074,3.292632353282567,3.251955672715804,0.44920206151477665,13.71906366926478
Transformer-only Actor-Critic,Preload drop,11,5.209892464067873,6.209793815396713,3.883833009724304,3.003398924724537,0.5292278489341063,18.390439612910658
Transformer-only Actor-Critic,Preload drop,12,7.277346849436894,6.870093103948923,4.456982619127086,3.5242912686580015,0.5508302023085737,17.283772295492913
Transformer-only Actor-Critic,Afterload rise,1,6.436527585564521,6.004336383494991,3.061793296380842,4.0369332373902145,0.39686594722301666,15.5971030517332
Transformer-only Actor-Critic,Afterload rise,2,6.19262076667294,5.994207694542852,3.692921434205816,4.414007402273122,0.5617391985156774,10.856100299257017
