variant,label,run,MAP RMSE (mmHg),Flow RMSE (L/min),Unsafe Event Rate (%),Speed Variation (krpm),Return
no_cnn,w/o CNN,6,4.474019763929077,0.4453326334778988,4.739716915961641,0.2961851330344197,74.14512905094725
no_cnn,w/o CNN,7,5.1403217253426785,0.5991272088637407,7.927815639715783,0.29814468092270957,74.65306764298911
no_cnn,w/o CNN,8,4.829961312782207,0.537785785194882,4.338400297859985,0.35918771273793765,72.55416917883656
no_cnn,w/o CNN,9,4.0251015288056005,0.5379676088166868,5.840797087930363,0.25715778009409207,71.66260151991467
no_cnn,w/o CNN,10,5.143257061486024,0.5514925612626612,6.828477098147837,0.3376791206415655,78.43432827691001
no_cnn,w/o CNN,11,4.731905921722501,0.5894421005550614,4.314707941783822,0.33934436801801104,78.4795123567284
no_cnn,w/o CNN,12,4.836926663732713,0.5247053745187353,6.025933420715584,0.27082255608082767,74.57607088607475
no_transformer,w/o Transformer,1,6.780825548562559,0.5009775232055294,4.105960794316484,0.19762310134228142,67.97995815981116
no_transformer,w/o Transformer,2,5.737181182324412,0.5151069220140576,6.459653580550735,0.26700243887102243,74.81586438574908
no_transformer,w/o Transformer,3,4.473641476327881,0.5101111726781591,8.740824869541427,0.20203412494366874,69.20634583477494
no_transformer,w/o Transformer,4,5.222565028872824,0.5555569933678739,5.539858148657742,0.3119840564335253,72.9459322937649
no_transformer,w/o Transformer,5,6.972240940097658,0.6513650577592185,5.824376212275378,0.26077411073673123,71.15558391998033
no_transformer,w/o Transformer,6,5.17742619741947,0.5218296359557885,6.126846605236931,0.21727510652822432,76.08527655352918
no_transformer,w/o Transformer,7,5.12824349432535,0.5949183864178891,6.966293690008468,0.23003288352277382,72.83331692974551
no_transformer,w/o Transformer,8,4.1733496550460085,0.7118515898176425,6.279957931802836,0.1966363713246753,67.97388012083252
no_transformer,w/o Transformer,9,6.304232376078947,0.5095514253582221,6.263798107402447,0.32669465146308685,66.23345162857063
no_transformer,w/o Transformer,10,4.949090813861581,0.4442076277153447,7.94732945573247,0.19233772498420365,73.03552318015456
no_transformer,w/o Transformer,11,6.538960449266125,0.46874098324555896,8.04213160374269,0.24601587760432897,72.02814072679617
no_transformer,w/o Transformer,12,6.362776544169411,0.4624417999852546,5.234214492229528,0.19495772556404817,74.94282288062477
mlp_rnn,MLP/RNN Baseline,1,5.892909116983823,0.7023174565204546,9.465291693043818,0.1940863024657419,63.85713449548488
mlp_rnn,MLP/RNN Baseline,2,6.927482961723777,0.693523548425513,9.249641098482293,0.16578748045827174,56.25907689348739
mlp_rnn,MLP/RNN Baseline,3,6.485809921660886,0.507221791359656,10.481774221298691,0.1436138983452656,57.756696280617234
mlp_rnn,MLP/RNN Baseline,4,7.7861798984341135,0.6394975766854083,11.11743245647256,0.2261053396384007,57.196142485491
mlp_rnn,MLP/RNN Baseline,5,5.578763348690513,0.7237095780603927,12.658447278599267,0.22756200837033977,58.0676842076394
mlp_rnn,MLP/RNN Baseline,6,5.691314851030721,0.7162781087282739,10.591845567945564,0.17402826873902413,55.24009338984186
mlp_rnn,MLP/RNN Baseline,7,5.730146789795144,0.7927411026754678,10.253794699805546,0.2054653862646392,58.67875757580212
mlp_rnn,MLP/RNN Baseline,8,7.502645536293203,0.5687793536459186,9.593068906676876,0.16390576976219906,62.38296047517506
mlp_rnn,MLP/RNN Baseline,9,7.299208333914566,0.7233946883324363,9.863396747162469,0.17335952513323433,52.04593689185688
mlp_rnn,MLP/RNN Baseline,10,8.345351324104211,0.7090423828262741,11.802845792024229,0.14634086510880337,60.87029648925252
mlp_rnn,MLP/RNN Baseline,11,7.037697722463251,0.6908151200018677,11.591059391965976,0.1323556420654147,62.52702443760062
mlp_rnn,MLP/RNN Baseline,12,6.289078098415373,0.7414372890281596,11.503240365291942,0.211436043356267,65.0983712980029
