time_s,controller,relative_demand,target_flow_L_min,MAP_mmHg,Pump_flow_L_min,Pump_speed_krpm
39.5,Proposed CNN-Transformer,1.0,5.2,80.31620126490427,5.176744360929583,9.276206614626526
40.0,Proposed CNN-Transformer,1.0,5.2,80.29824577804806,5.163282856545223,9.305127187577746
40.5,Proposed CNN-Transformer,1.0,5.2,80.22427069921628,5.140542318519508,9.308945039683994
41.0,Proposed CNN-Transformer,1.0,5.2,80.35924083917229,5.1570686379789885,9.308391456505063
41.5,Proposed CNN-Transformer,1.0,5.2,80.30430720541828,5.157370664693426,9.318675141267905
42.0,Proposed CNN-Transformer,1.0,5.2,80.04869518643306,5.1386204012268815,9.297313363836745
42.5,Proposed CNN-Transformer,1.0000000000000002,5.2,80.10969377020295,5.125530361735825,9.311701112001163
43.0,Proposed CNN-Transformer,1.0000000000000002,5.2,80.04065041473142,5.1506332834515405,9.323566850503578
43.5,Proposed CNN-Transformer,1.0000000000000002,5.2,80.18969782833662,5.1735851145229255,9.316965025333307
44.0,Proposed CNN-Transformer,1.0000000000000004,5.2,80.29154770500618,5.1836742225112316,9.306285810603626
44.5,Proposed CNN-Transformer,1.0000000000000009,5.2,80.15583018653741,5.172754888291633,9.346965040457128
45.0,Proposed CNN-Transformer,1.0000000000000013,5.2,79.93134546241298,5.189603865550785,9.354637169805454
45.5,Proposed CNN-Transformer,1.000000000000002,5.2,79.7937764958625,5.192957610511607,9.366918381352201
46.0,Proposed CNN-Transformer,1.000000000000003,5.2,79.85672392489748,5.2188431063810095,9.361642787606673
46.5,Proposed CNN-Transformer,1.0000000000000049,5.2,79.66800767975562,5.210038439157158,9.350007136933687
47.0,Proposed CNN-Transformer,1.0000000000000075,5.2,79.81276892238412,5.218890784013736,9.35282294157811
47.5,Proposed CNN-Transformer,1.0000000000000118,5.2,79.74271844952156,5.22770319092913,9.354054654148719
48.0,Proposed CNN-Transformer,1.0000000000000182,5.2,79.85559364204899,5.22183469092833,9.348117539292893
48.5,Proposed CNN-Transformer,1.0000000000000282,5.2,79.9783120681605,5.2216073427183884,9.348715831583233
49.0,Proposed CNN-Transformer,1.000000000000043,5.2,79.9206716953903,5.21242110417105,9.33811965700221
49.5,Proposed CNN-Transformer,1.000000000000066,5.2,79.67693964073834,5.173801268923768,9.31889703468919
50.0,Proposed CNN-Transformer,1.0000000000001004,5.2,79.55859829784502,5.167790644621971,9.30321634214478
50.5,Proposed CNN-Transformer,1.0000000000001525,5.2,79.73128947699493,5.169823216576276,9.307902630267897
51.0,Proposed CNN-Transformer,1.0000000000002311,5.2,79.76602924262122,5.149275324115887,9.278887622342292
51.5,Proposed CNN-Transformer,1.0000000000003488,5.2,79.96159032738258,5.173548217758893,9.289053180835678
52.0,Proposed CNN-Transformer,1.0000000000005251,5.2,79.90278070301756,5.1609139935668225,9.301314869703777
52.5,Proposed CNN-Transformer,1.000000000000788,5.2,79.95540623414266,5.1835148289971835,9.32111808295549
53.0,Proposed CNN-Transformer,1.0000000000011788,5.2,79.96928881492623,5.191628780639294,9.296889719973503
53.5,Proposed CNN-Transformer,1.000000000001758,5.2,79.93204552840307,5.180350115789434,9.28558189650064
54.0,Proposed CNN-Transformer,1.0000000000026137,5.2,79.87055549404074,5.187794625160451,9.287994666389654
54.5,Proposed CNN-Transformer,1.000000000003874,5.2,79.99246076454283,5.174210424222311,9.302408767836368
55.0,Proposed CNN-Transformer,1.0000000000057243,5.2,80.1226057727004,5.195143448393714,9.292785372173938
55.5,Proposed CNN-Transformer,1.0000000000084324,5.2,80.11528683595058,5.211920238705845,9.28449440805636
56.0,Proposed CNN-Transformer,1.000000000012383,5.2,80.38670766732923,5.213642761075625,9.282084494455061
56.5,Proposed CNN-Transformer,1.0000000000181288,5.2,80.40423012571574,5.217424378719096,9.285240035270935
57.0,Proposed CNN-Transformer,1.0000000000264588,5.2,80.29189401006904,5.218279964806181,9.292510727289924
57.5,Proposed CNN-Transformer,1.0000000000384974,5.2,80.2744931252623,5.20329207845806,9.28346190273905
58.0,Proposed CNN-Transformer,1.0000000000558409,5.2,80.2151678211208,5.216892599873988,9.294216395364607
58.5,Proposed CNN-Transformer,1.0000000000807479,5.2,80.2169926722747,5.228656896685225,9.289160998781757
59.0,Proposed CNN-Transformer,1.0000000001164047,5.2,80.13344942013612,5.195740359913307,9.297251924308906
59.5,Proposed CNN-Transformer,1.0000000001672897,5.2,80.14413697643343,5.173929652813994,9.308915239189815
60.0,Proposed CNN-Transformer,1.0000000002396776,5.2,80.17539661075986,5.151357655824688,9.316297817416897
60.5,Proposed CNN-Transformer,1.0000000003423304,5.2,80.26723511635836,5.165242286791739,9.297345311956859
61.0,Proposed CNN-Transformer,1.0000000004874419,5.2,80.04667858694519,5.16016895220239,9.310582939970097
61.5,Proposed CNN-Transformer,1.0000000006919265,5.2,79.99755257209833,5.1413030031947695,9.328736033383294
62.0,Proposed CNN-Transformer,1.0000000009791667,5.2,80.0495515129184,5.146342889522404,9.35484021339487
62.5,Proposed CNN-Transformer,1.0000000013813795,5.2,80.03932224436856,5.127755750936766,9.356544678935016
63.0,Proposed CNN-Transformer,1.0000000019428035,5.2,80.15745551211273,5.132875982848597,9.362082366207732
63.5,Proposed CNN-Transformer,1.0000000027239824,5.2,79.96864397110447,5.122673786875067,9.376306301468377
64.0,Proposed CNN-Transformer,1.000000003807495,5.2,79.93482234208608,5.116373384591042,9.388351093079907
64.5,Proposed CNN-Transformer,1.0000000053055933,5.2,79.94172105304595,5.118944722469107,9.401303945283427
65.0,Proposed CNN-Transformer,1.0000000073703508,5.2,80.00707356111029,5.1125070028650015,9.39020637422425
65.5,Proposed CNN-Transformer,1.00000001020709,5.2,80.00957069130993,5.124279340979769,9.37630502907226
66.0,Proposed CNN-Transformer,1.0000000140920873,5.2,79.93505817605686,5.127757846049303,9.368921549242216
66.5,Proposed CNN-Transformer,1.000000019395826,5.2,79.83967036207822,5.184470041191599,9.36115182373566
67.0,Proposed CNN-Transformer,1.0000000266134286,5.2,79.83042161923777,5.212961844609532,9.362885290489317
67.5,Proposed CNN-Transformer,1.0000000364043227,5.2,79.68727622643192,5.219041420942182,9.380415936515654
68.0,Proposed CNN-Transformer,1.0000000496437604,5.2,79.75428758888607,5.21841543576044,9.39346936407233
68.5,Proposed CNN-Transformer,1.0000000674894627,5.2,79.62694082871752,5.206143161417504,9.415786685566523
69.0,Proposed CNN-Transformer,1.0000000914675096,5.2,79.52474211053755,5.217837268760911,9.413430691001876
69.5,Proposed CNN-Transformer,1.0000001235825986,5.2,79.67097820451424,5.20785466835676,9.419239760615834
70.0,Proposed CNN-Transformer,1.0000001664590368,5.2,79.74721554330503,5.190743558899304,9.417835602046832
70.5,Proposed CNN-Transformer,1.000000223520323,5.2,79.96353247668686,5.188256154121185,9.40839952973061
71.0,Proposed CNN-Transformer,1.0000002992169832,5.2,80.05447484520901,5.136241513531339,9.447782417290698
71.5,Proposed CNN-Transformer,1.0000003993144706,5.2,80.14405160981767,5.148264347588823,9.453413601322797
72.0,Proposed CNN-Transformer,1.000000531255504,5.2,80.11524706382913,5.151198094763172,9.460067909137756
72.5,Proposed CNN-Transformer,1.0000007046142487,5.2,80.21131939438766,5.155330709416476,9.45552729448203
73.0,Proposed CNN-Transformer,1.000000931663293,5.2,80.03675724875316,5.176023247262471,9.45658229866391
73.5,Proposed CNN-Transformer,1.0000012280785147,5.2,80.11128198292677,5.1824385721305,9.42878849516782
74.0,Proposed CNN-Transformer,1.0000016138117267,5.2,80.09314744848257,5.193000433820663,9.431733901927384
74.5,Proposed CNN-Transformer,1.000002114166492,5.2,80.2332898392599,5.186092407231329,9.424671919195525
75.0,Proposed CNN-Transformer,1.0000027611187725,5.2,79.98488359799386,5.173398675124463,9.406109695353912
75.5,Proposed CNN-Transformer,1.0000035949311479,5.2,80.0947062579714,5.196100116175599,9.392548448211985
76.0,Proposed CNN-Transformer,1.0000046661172783,5.2,80.12143109956703,5.2298332567865495,9.378109808633253
76.5,Proposed CNN-Transformer,1.000006037822039,5.2,80.19678912040413,5.249971911360502,9.386598676235074
77.0,Proposed CNN-Transformer,1.0000077886923797,5.2,80.27212479121211,5.24789248241294,9.372067625532843
77.5,Proposed CNN-Transformer,1.0000100163243482,5.2,80.31724339086917,5.273955701320767,9.37262163815525
78.0,Proposed CNN-Transformer,1.0000128413827973,5.2,80.29668042482719,5.239627145144364,9.360238125893252
78.5,Proposed CNN-Transformer,1.000016412501932,5.2,80.28581170619314,5.231502077781067,9.363931506835186
79.0,Proposed CNN-Transformer,1.0000209120868073,5.2,80.45301921291572,5.245657842005947,9.353777460815822
79.5,Proposed CNN-Transformer,1.000026563147924,5.2,80.13129258373363,5.241924223233238,9.332814499122762
80.0,Proposed CNN-Transformer,1.00003363731277,5.2,80.0452156181386,5.226567775504146,9.327549711851168
80.5,Proposed CNN-Transformer,1.0000424641691403,5.2,79.98821580575138,5.245121623847073,9.335122047065408
81.0,Proposed CNN-Transformer,1.0000534421047045,5.2,79.94648416546586,5.233923946681821,9.3304009011784
81.5,Proposed CNN-Transformer,1.000067050814999,5.2,79.66936900972438,5.218064282490486,9.334054166529144
82.0,Proposed CNN-Transformer,1.0000838656569757,5.2,79.4842587602818,5.243210503291286,9.329668028967381
82.5,Proposed CNN-Transformer,1.000104574026606,5.2,79.49446367473479,5.211377047293932,9.31822774996256
83.0,Proposed CNN-Transformer,1.000129993935814,5.2,79.51344912526176,5.179021271119726,9.33070575272581
83.5,Proposed CNN-Transformer,1.000161094955142,5.2,79.83011510119701,5.183585648087115,9.318050943262895
84.0,Proposed CNN-Transformer,1.000199021672874,5.2,79.59176941829811,5.198868514403086,9.298267130650125
84.5,Proposed CNN-Transformer,1.000245119797651,5.2,79.61176923319233,5.17415044650394,9.276028712986935
85.0,Proposed CNN-Transformer,1.0003009649987071,5.2,79.6065649766293,5.157040139553034,9.301783815850209
85.5,Proposed CNN-Transformer,1.0003683945344832,5.2,79.61697423170826,5.125017334963975,9.289655625253758
86.0,Proposed CNN-Transformer,1.000449541665462,5.2,79.58437910361104,5.149830110200862,9.296851606766952
86.5,Proposed CNN-Transformer,1.0005468727795457,5.2,79.54287875034032,5.166368678986572,9.278784332635215
87.0,Proposed CNN-Transformer,1.0006632270774112,5.2,79.68841985170693,5.146999065492548,9.270956042857438
87.5,Proposed CNN-Transformer,1.000801858570437,5.2,79.79287967887409,5.152148197316131,9.309839632102761
88.0,Proposed CNN-Transformer,1.000966480034868,5.2,79.52597977013042,5.187474972605375,9.287267596625663
88.5,Proposed CNN-Transformer,1.0011613084430833,5.2,79.31585141855061,5.219536196588506,9.2983702126963
89.0,Proposed CNN-Transformer,1.0013911112569485,5.2,79.313404852878,5.2306537571325,9.297736108725234
89.5,Proposed CNN-Transformer,1.0016612528206854,5.2,79.34692228092068,5.235695575571277,9.290976973672675
90.0,Proposed CNN-Transformer,0.3519777399334825,4.65,80.78952883617882,4.765846324161561,9.229853156379445
90.5,Proposed CNN-Transformer,0.35234726551810247,4.65,80.78906950402401,4.783751369030689,9.160188689800204
91.0,Proposed CNN-Transformer,0.35277724913456054,4.65,80.63342395693849,4.799322800000691,9.11916921772489
91.5,Proposed CNN-Transformer,0.35327587292204,4.65,80.57028223233434,4.778655674942515,9.076887691640952
92.0,Proposed CNN-Transformer,0.35385211139279715,4.65,80.56369223734993,4.780663747297237,9.038571412178165
92.5,Proposed CNN-Transformer,0.3545157533549453,4.65,80.62667851174261,4.756476936740834,8.990444909525209
93.0,Proposed CNN-Transformer,0.35527741411341773,4.65,80.38835908614311,4.731586966549881,8.972268616219443
93.5,Proposed CNN-Transformer,0.3561485359974309,4.65,80.24826377168027,4.710648252161051,8.95194094356511
94.0,Proposed CNN-Transformer,0.3571413751961376,4.65,80.1493562283056,4.6902860905908375,8.920397205521231
94.5,Proposed CNN-Transformer,0.35826897285984916,4.65,79.99491153319919,4.679027133214078,8.87388411000728
95.0,Proposed CNN-Transformer,0.35954510845013393,4.65,79.98606006409216,4.657199169149978,8.836306650385882
95.5,Proposed CNN-Transformer,0.36098423340585184,4.65,79.9643990142142,4.668001431758955,8.839739007049358
96.0,Proposed CNN-Transformer,0.36260138334068837,4.65,79.87746170023472,4.654572471927473,8.827964614170067
96.5,Proposed CNN-Transformer,0.3644120672068869,4.65,79.94176896367283,4.657131249186184,8.818167898820075
97.0,Proposed CNN-Transformer,0.3664321321541326,4.65,80.05625649469856,4.613096735136427,8.81138680926561
97.5,Proposed CNN-Transformer,0.36867760318460613,4.65,80.08982866724216,4.61900254305389,8.799114225154476
98.0,Proposed CNN-Transformer,0.3711644971556325,4.65,80.08974834582517,4.645890661563642,8.788855620259165
98.5,Proposed CNN-Transformer,0.3739086112081346,4.65,80.05554969101574,4.640217617480981,8.802391279919895
99.0,Proposed CNN-Transformer,0.376925286297508,4.65,79.99633141295821,4.640218245525541,8.810316995152236
99.5,Proposed CNN-Transformer,0.380229147165786,4.65,80.13889416715931,4.660765208567395,8.78628262732301
100.0,Proposed CNN-Transformer,0.3838338208091532,4.65,80.01700351402071,4.653501797432123,8.776927268115008
100.5,Proposed CNN-Transformer,0.38775163624887726,4.65,80.09549460806198,4.701104442021711,8.787005410458061
101.0,Proposed CNN-Transformer,0.39199330918938335,4.65,79.94709228011143,4.682108437692422,8.788252073471234
101.5,Proposed CNN-Transformer,0.39656761592442524,4.65,79.93665260252347,4.694536116920337,8.77751513543694
102.0,Proposed CNN-Transformer,0.4014810616085497,4.65,79.60547831959697,4.7089662166256545,8.766214374759338
102.5,Proposed CNN-Transformer,0.4067375487217398,4.65,79.52905544693857,4.724858431582284,8.77337422649248
103.0,Proposed CNN-Transformer,0.412338052194324,4.65,79.51576923762904,4.695416066239596,8.798390793623762
103.5,Proposed CNN-Transformer,0.4182803082004446,4.65,79.36646879732899,4.702457220799735,8.784610552081421
104.0,Proposed CNN-Transformer,0.4245585240453554,4.65,79.47997271388735,4.684683108186237,8.800966406216117
104.5,Proposed CNN-Transformer,0.4311631168395874,4.65,79.68787976762856,4.653644077736861,8.781074242044369
105.0,Proposed CNN-Transformer,0.43808048874887423,4.65,79.97437289244868,4.626861408135233,8.77031598399721
105.5,Proposed CNN-Transformer,0.4452928465132481,4.65,80.06865499588807,4.582727163982181,8.751976079171301
106.0,Proposed CNN-Transformer,0.4527780726267968,4.65,80.03690637827948,4.599891716203629,8.773668012742798
106.5,Proposed CNN-Transformer,0.4605096550513309,4.65,80.00826481989765,4.622061914403937,8.775284437364029
107.0,Proposed CNN-Transformer,0.46845668159884096,4.65,80.10674318188875,4.6071947072411765,8.780346613093275
107.5,Proposed CNN-Transformer,0.4765839041620251,4.65,80.13083139050843,4.617644486599612,8.77113849699003
108.0,Proposed CNN-Transformer,0.4848518768094066,4.65,80.14480732255824,4.634956774238072,8.785495434229365
108.5,Proposed CNN-Transformer,0.4932171704091233,4.65,79.96054767137073,4.6270755289438235,8.76615706549503
109.0,Proposed CNN-Transformer,0.5016326649281584,4.65,79.93265828393457,4.646594082757878,8.776591164363673
109.5,Proposed CNN-Transformer,0.5100479189034482,4.65,79.8259532376014,4.6658468489188145,8.787408787270044
110.0,Proposed CNN-Transformer,0.5184096138361817,4.65,79.98264716308334,4.657022253618589,8.78993642462515
110.5,Proposed CNN-Transformer,0.5266620694644291,4.65,79.9010997250716,4.648535563571214,8.774589237366776
111.0,Proposed CNN-Transformer,0.5347478240700771,4.65,79.9551929183311,4.669802364899587,8.745923455249061
111.5,Proposed CNN-Transformer,0.542608272224844,4.65,79.9982499125477,4.6796145978875945,8.75482680599058
112.0,Proposed CNN-Transformer,0.550184350729202,4.65,80.19502633128508,4.690464446754502,8.751490876246228
112.5,Proposed CNN-Transformer,0.5574172619991782,4.65,80.17605258120275,4.666809576890915,8.77740481856238
113.0,Proposed CNN-Transformer,0.5642492228588197,4.65,80.3810339560516,4.698586519719626,8.777648633540716
113.5,Proposed CNN-Transformer,0.5706242256461489,4.65,80.26840171065548,4.714120708018468,8.774537413108
114.0,Proposed CNN-Transformer,0.5764887977773774,4.65,80.1854234705869,4.7158824877639125,8.782239933560096
114.5,Proposed CNN-Transformer,0.5817927454703087,4.65,80.00308380322396,4.7075722687383745,8.791165361800212
115.0,Proposed CNN-Transformer,0.5864898672266914,4.65,80.00674323988947,4.687883710581086,8.787855110761424
115.5,Proposed CNN-Transformer,0.5905386229283645,4.65,79.90408149015293,4.6625077027978215,8.779758158737545
116.0,Proposed CNN-Transformer,0.5939027450162114,4.65,79.97193886691959,4.643539744258152,8.760010793987341
116.5,Proposed CNN-Transformer,0.596551779185979,4.65,79.92073791102705,4.661608829908314,8.755012074392928
117.0,Proposed CNN-Transformer,0.5984615433316103,4.65,79.69898225707114,4.644590336890396,8.783067673412278
117.5,Proposed CNN-Transformer,0.5996144950648824,4.65,79.6938266551801,4.6052685579497865,8.783640210158685
118.0,Proposed CNN-Transformer,0.6,4.65,79.70889613098956,4.601870907162126,8.785130334908203
118.5,Proposed CNN-Transformer,0.5996144950648824,4.65,79.55217835943677,4.622660983106507,8.768797575139004
119.0,Proposed CNN-Transformer,0.5984615433316103,4.65,79.66075154153296,4.600785332201788,8.753641211666384
119.5,Proposed CNN-Transformer,0.596551779185979,4.65,79.42541498101642,4.629861040223173,8.760970609891496
120.0,Proposed CNN-Transformer,0.5939027450162114,4.65,79.61017870354908,4.619977463258616,8.76062440939303
120.5,Proposed CNN-Transformer,0.5905386229283645,4.65,79.74561229532422,4.618761779300367,8.774075788149743
121.0,Proposed CNN-Transformer,0.5864898672266914,4.65,79.8749454243147,4.611331913651718,8.768201628286757
121.5,Proposed CNN-Transformer,0.5817927454703087,4.65,79.76203544068663,4.633141393639705,8.787387177705462
122.0,Proposed CNN-Transformer,0.5764887977773774,4.65,79.86501410591976,4.661113853242874,8.797867995880146
122.5,Proposed CNN-Transformer,0.5706242256461489,4.65,79.83211309809845,4.65688305371232,8.780200509688449
123.0,Proposed CNN-Transformer,0.5642492228588197,4.65,79.68723762418139,4.647949360052875,8.767011190757643
123.5,Proposed CNN-Transformer,0.5574172619991782,4.65,79.6164234335379,4.6469060394324355,8.781135339334478
124.0,Proposed CNN-Transformer,0.550184350729202,4.65,79.80212505123735,4.672891304262651,8.775403238262783
124.5,Proposed CNN-Transformer,0.542608272224844,4.65,79.69111362398515,4.691542392748931,8.783652657315393
125.0,Proposed CNN-Transformer,0.5347478240700771,4.65,79.69833099752864,4.687446099419117,8.796462943094395
125.5,Proposed CNN-Transformer,0.5266620694644291,4.65,79.82109096998173,4.6653197867153375,8.803023336019773
126.0,Proposed CNN-Transformer,0.5184096138361817,4.65,80.00545417584593,4.660548875523195,8.802785483924739
126.5,Proposed CNN-Transformer,0.5100479189034482,4.65,80.1155064267872,4.64197289387197,8.820819548236495
127.0,Proposed CNN-Transformer,0.5016326649281584,4.65,80.33953640107755,4.626968940230621,8.817334711506632
127.5,Proposed CNN-Transformer,0.4932171704091233,4.65,80.31532910233446,4.623239462668233,8.824066601450177
128.0,Proposed CNN-Transformer,0.4848518768094066,4.65,80.36268690583385,4.610462650440523,8.823040700994525
